start	end	log(Pc/Po)
993	1091	-8.03948370357
994	1092	-6.11110763814
995	1093	-5.0006445787
996	1094	-8.35605145256
997	1095	-8.05930767077
998	1096	-4.77783140639
999	1097	-7.43494214454
1000	1098	-7.10184771642
1001	1099	-5.29041069826
1002	1100	-3.91312041474
1003	1101	-5.41131351957
1004	1102	-6.64979893638
1005	1103	-4.63284592381
1006	1104	-4.86692999211
1007	1105	-5.87716786052
1008	1106	-4.58289908266
1009	1107	-4.02614241669
1010	1108	-5.07791149955
1011	1109	-4.07714889329
1012	1110	-3.74828541497
1013	1111	-3.73529590605
1014	1112	-3.8758791674
1015	1113	-4.06485316396
1016	1114	-3.4827109354
1017	1115	-1.71519950771
1018	1116	-5.10677490282
1019	1117	-5.19098685398
1020	1118	-1.23603525052
1021	1119	-6.87726694613
1022	1120	-6.46020447736
1023	1121	0.138126837974
1023	1121	0.138126837974
1024	1122	-7.93325774671
1025	1123	-7.13933792201
1026	1124	0.195074743041
1026	1124	0.195074743041
1027	1125	-7.07134271882
1028	1126	-9.18766625098
1029	1127	0.878129171564
1029	1127	0.878129171564
1030	1128	-8.87806812656
1031	1129	-8.13560778536
1032	1130	0.307060644339
1032	1130	0.307060644339
1033	1131	-10.6943387194
1034	1132	-7.75642877459
1035	1133	1.59116396372
1035	1133	1.59116396372
1036	1134	-9.31434166129
1037	1135	-9.5379803313
1038	1136	0.947911657412
1038	1136	0.947911657412
1039	1137	-9.78159563019
1040	1138	-10.1570793129
1041	1139	0.0281010131647
1041	1139	0.0281010131647
1042	1140	-10.5020148178
1043	1141	-10.0137394366
1044	1142	-0.627079463676
1045	1143	-11.5422648834
1046	1144	-9.87971497545
1047	1145	-1.31435371833
1048	1146	-11.2693904157
1049	1147	-8.8149013382
1050	1148	-2.53641502856
1051	1149	-9.63204523046
1052	1150	-10.0909645495
1053	1151	-3.1954629114
1054	1152	-10.2009303098
1055	1153	-9.51483079944
1056	1154	-1.94088428901
1057	1155	-10.0279198943
1058	1156	-8.08940328739
1059	1157	-2.35481286587
1060	1158	-9.17528890299
1061	1159	-8.68094267296
1062	1160	-2.81888096862
1063	1161	-9.81903387351
1064	1162	-9.81751773876
1065	1163	-2.75152163079
1066	1164	-8.47235898179
1067	1165	-10.0214079101
1068	1166	-1.12372163064
1069	1167	-7.2088156539
1070	1168	-9.02194186644
1071	1169	-1.72314293068
1072	1170	-7.65188032176
1073	1171	-9.29077459998
1074	1172	-0.781949856123
1075	1173	-5.40586768273
1076	1174	-8.85869082157
1077	1175	-2.56772123895
1078	1176	-4.46438638223
1079	1177	-7.36752668607
1080	1178	-1.91163682115
1081	1179	-3.12668821257
1082	1180	-6.09830906268
1083	1181	-2.4484885865
1084	1182	-3.75765469291
1085	1183	-6.59993952411
1086	1184	-4.20740166208
1087	1185	-4.20776443702
1088	1186	-7.5255139327
1089	1187	-4.03731177552
1090	1188	-3.43594473707
1091	1189	-10.542880771
1092	1190	-5.24371506813
1093	1191	-3.37626951859
1094	1192	-10.0989881978
1095	1193	-5.7654665159
1096	1194	-1.75149091427
1097	1195	-10.789055339
1098	1196	-6.4215509337
1099	1197	-1.06219386265
1100	1198	-12.3034569394
1101	1199	-6.20285772605
1102	1200	-0.905851048428
1103	1201	-13.1150819062
1104	1202	-5.35881441752
1105	1203	-1.10530723074
1106	1204	-14.2067096508
1107	1205	-5.78244700637
1108	1206	-1.04835932567
1109	1207	-14.2067096508
1110	1208	-5.78244700637
1111	1209	-1.55497419898
1112	1210	-14.5429631906
1113	1211	-5.13870203585
1114	1212	-0.841901354893
1115	1213	-15.4648692581
1116	1214	-5.45326368759
1117	1215	-0.273172000685
1118	1216	-14.7428753393
1119	1217	-7.62427689253
1120	1218	1.83258893895
1120	1218	1.83258893895
1121	1219	-13.3962004476
1122	1220	-10.5836648187
1123	1221	3.01021803238
1123	1221	3.01021803238
1124	1222	-12.5554128721
1125	1223	-11.789606781
1126	1224	3.84554580791
1126	1224	3.84554580791
1127	1225	-11.949828433
1128	1226	-12.2578331872
1129	1227	4.93827299079
1129	1227	4.93827299079
1130	1228	-11.2427108298
1131	1229	-13.246587054
1132	1230	5.77939413643
1132	1230	5.77939413643
1133	1231	-12.1967450323
1134	1232	-13.5262951289
1135	1233	5.71451115788
1135	1233	5.71451115788
1136	1234	-11.8208129671
1137	1235	-14.9503889209
1138	1236	3.93575248775
1138	1236	3.93575248775
1139	1237	-11.4580650704
1140	1238	-13.7107473987
1141	1239	4.65617167538
1141	1239	4.65617167538
1142	1240	-11.6014049467
1143	1241	-13.0555669218
1144	1242	5.696421741
1144	1242	5.696421741
1145	1243	-11.6014049467
1146	1244	-11.4286532644
1147	1245	5.97590846891
1147	1245	5.97590846891
1148	1246	-11.8099778516
1149	1247	-10.2815040637
1150	1248	5.76430749699
1150	1248	5.76430749699
1151	1249	-10.2787925642
1152	1250	-10.354829309
1153	1251	5.80396702368
1153	1251	5.80396702368
1154	1252	-11.5242474111
1155	1253	-9.93228037162
1156	1254	6.61831297712
1156	1254	6.61831297712
1157	1255	-11.1584376513
1158	1256	-9.21077717441
1159	1257	6.41704325123
1159	1257	6.41704325123
1160	1258	-10.8933309665
1161	1259	-9.48179200343
1162	1260	6.02053815613
1162	1260	6.02053815613
1163	1261	-10.0806699932
1164	1262	-10.058692388
1165	1263	5.48881891239
1165	1263	5.48881891239
1166	1264	-10.8032350562
1167	1265	-10.7452993136
1168	1266	6.47128822354
1168	1266	6.47128822354
1169	1267	-11.2272774451
1170	1268	-8.86559155066
1171	1269	5.90131913465
1171	1269	5.90131913465
1172	1270	-12.3637058888
1173	1271	-8.48142590284
1174	1272	5.98933775624
1174	1272	5.98933775624
1175	1273	-14.7534691139
1176	1274	-6.01260009149
1177	1275	3.91142801198
1177	1275	3.91142801198
1178	1276	-18.5441235772
1179	1277	-9.34871379822
1180	1278	4.23642611409
1180	1278	4.23642611409
1181	1279	-18.09251238
1182	1280	-9.94857870258
1183	1281	4.12718101982
1183	1281	4.12718101982
1184	1282	-18.9839744163
1185	1283	-9.58843242024
1186	1284	3.28639344441
1186	1284	3.28639344441
1187	1285	-17.9783694621
1188	1286	-9.30909207242
1189	1287	3.97106219346
1189	1287	3.97106219346
1190	1288	-15.2855080617
1191	1289	-8.24780192536
1192	1290	3.80214188072
1192	1290	3.80214188072
1193	1291	-16.191609099
1194	1292	-7.4094827286
1195	1293	4.12556330903
1195	1293	4.12556330903
1196	1294	-15.72435513
1197	1295	-7.07322918879
1198	1296	3.71363059491
1198	1296	3.71363059491
1199	1297	-13.9043248727
1200	1298	-8.71493861066
1201	1299	4.50642828486
1201	1299	4.50642828486
1202	1300	-11.847245059
1203	1301	-10.2956623539
1204	1302	4.86290766608
1204	1302	4.86290766608
1205	1303	-10.645874053
1206	1304	-9.92197660621
1207	1305	4.27088694374
1207	1305	4.27088694374
1208	1306	-12.1869320319
1209	1307	-10.0435611478
1210	1308	5.2098030265
1210	1308	5.2098030265
1211	1309	-12.9872535579
1212	1310	-10.7632866568
1213	1311	5.27736603415
1213	1311	5.27736603415
1214	1312	-11.5308476141
1215	1313	-10.9646704558
1216	1314	3.99164534321
1216	1314	3.99164534321
1217	1315	-10.8157499509
1218	1316	-9.23113942141
1219	1317	3.01827111315
1219	1317	3.01827111315
1220	1318	-10.9533991402
1221	1319	-7.88601403994
1222	1320	2.86219332378
1222	1320	2.86219332378
1223	1321	-11.0049198575
1224	1322	-9.56022491467
1225	1323	1.66274923471
1225	1323	1.66274923471
1226	1324	-10.1225455202
1227	1325	-9.83999549914
1228	1326	2.94640780627
1228	1326	2.94640780627
1229	1327	-13.0675813358
1230	1328	-7.8371084373
1231	1329	3.52009302302
1231	1329	3.52009302302
1232	1330	-10.5017378187
1233	1331	-7.78021353474
1234	1332	3.17304328746
1234	1332	3.17304328746
1235	1333	-10.4555065653
1236	1334	-6.60158339366
1237	1335	5.52793570762
1237	1335	5.52793570762
1238	1336	-11.3357305463
1239	1337	-7.7960141091
1240	1338	5.55107135066
1240	1338	5.55107135066
1241	1339	-11.8509458885
1242	1340	-7.35963227295
1243	1341	4.77099921646
1243	1341	4.77099921646
1244	1342	-11.908875738
1245	1343	-7.46686062316
1246	1344	3.77106855777
1246	1344	3.77106855777
1247	1345	-13.2193784458
1248	1346	-7.39194851363
1249	1347	2.34532434445
1249	1347	2.34532434445
1250	1348	-14.6114851787
1251	1349	-6.82082455407
1252	1350	-0.141732931669
1253	1351	-14.5362002599
1254	1352	-7.31322962183
1255	1353	-0.38474533304
1256	1354	-14.2339974315
1257	1355	-7.31431363142
1258	1356	0.140438485378
1258	1356	0.140438485378
1259	1357	-13.5076700996
1260	1358	-6.9241580448
1261	1359	-0.481757920493
1262	1360	-13.2175682691
1263	1361	-6.9298323403
1264	1362	1.04942736691
1264	1362	1.04942736691
1265	1363	-12.4950032061
1266	1364	-6.45482638662
1267	1365	0.649532735825
1267	1365	0.649532735825
1268	1366	-12.2279840161
1269	1367	-5.88823583845
1270	1368	-0.45273963214
1271	1369	-10.5652877444
1272	1370	-5.58579456067
1273	1371	-1.52322756488
1274	1372	-8.10816518151
1275	1373	-5.39231025091
1276	1374	-0.117966387575
1277	1375	-5.72277189547
1278	1376	-2.71228096198
1279	1377	-0.0101706160305
1280	1378	-6.1743830927
1281	1379	-2.11241605762
1282	1380	0.118277083699
1282	1380	0.118277083699
1283	1381	-5.0524749315
1284	1382	-1.32541313926
1285	1383	0.467693102727
1285	1383	0.467693102727
1286	1384	-6.82312579492
1287	1385	-3.45087149503
1288	1386	-0.216975646329
1289	1387	-7.55549892298
1290	1388	-4.28090779666
1291	1389	-0.512160535453
1292	1390	-7.13404942397
1293	1391	-3.77515760729
1294	1392	-1.34219683708
1295	1393	-9.380062063
1296	1394	-3.83205250986
1297	1395	-1.58826726219
1298	1396	-10.291275159
1299	1397	-2.19034308799
1300	1398	-1.78794479147
1301	1399	-11.8312119312
1302	1400	-2.03623733334
1303	1401	-2.76267292525
1304	1402	-12.5475157588
1305	1403	-2.19071873047
1306	1404	-2.45013893083
1307	1405	-12.5475157588
1308	1406	-5.90147073888
1309	1407	-3.01925996816
1310	1408	-11.2658275475
1311	1409	-7.44977614043
1312	1410	-3.2475794801
1313	1411	-14.0025199542
1314	1412	-6.62568453809
1315	1413	-1.58513300861
1316	1414	-14.6148870686
1317	1415	-10.4580210881
1318	1416	-3.47276898469
1319	1417	-13.8843907428
1320	1418	-9.35684815842
1321	1419	-4.98893265218
1322	1420	-13.7979737539
1323	1421	-6.35471781893
1324	1422	-4.69972844817
1325	1423	-13.5831457316
1326	1424	-6.22942863159
1327	1425	-5.47139684299
1328	1426	-11.9026736215
1329	1427	-7.24246238835
1330	1428	-5.10616597699
1331	1429	-13.1992995151
1332	1430	-7.36301667162
1333	1431	-4.97771827726
1334	1432	-12.5879082678
1335	1433	-7.51455077994
1336	1434	-5.08659805839
1337	1435	-11.7752472945
1338	1436	-7.67693787911
1339	1437	-6.78089114869
1340	1438	-10.9477717631
1341	1439	-8.10048760377
1342	1440	-6.32064989249
1343	1441	-10.4225879447
1344	1442	-7.37416027191
1345	1443	-5.66776896936
1346	1444	-9.98296497028
1347	1445	-9.00112120902
1348	1446	-4.61571050374
1349	1447	-8.66785089074
1350	1448	-9.49891992336
1351	1449	-2.47402751245
1352	1450	-8.78310582752
1353	1451	-9.31222961374
1354	1452	-2.29589808963
1355	1453	-9.44215371036
1356	1454	-9.71212424482
1357	1455	-2.3527929922
1358	1456	-9.41901806733
1359	1457	-10.0933151259
1360	1458	-1.579062478
1361	1459	-9.27632602416
1362	1460	-10.1478327514
1363	1461	-3.35034822161
1364	1462	-8.97107854774
1365	1463	-10.7324558191
1366	1464	-3.56955257218
1367	1465	-9.48416816281
1368	1466	-10.3579376942
1369	1467	-2.42357894333
1370	1468	-10.20567136
1371	1469	-10.3241254322
1372	1470	-1.76502372471
1373	1471	-10.9423517947
1374	1472	-11.6150227517
1375	1473	-1.48553699679
1376	1474	-10.7117965236
1377	1475	-11.3993234952
1378	1476	-3.26557422519
1379	1477	-9.73391749838
1380	1478	-11.1336560664
1381	1479	-3.26557422519
1382	1480	-10.4042144624
1383	1481	-12.685704894
1384	1482	-4.98640304581
1385	1483	-8.91305032685
1386	1484	-10.1198613769
1387	1485	-4.41097939102
1388	1486	-8.99383083628
1389	1487	-9.68971970639
1390	1488	-3.84877531194
1391	1489	-8.99383083628
1392	1490	-9.67051710093
1393	1491	-3.05255127235
1394	1492	-7.93062451646
1395	1493	-10.334041386
1396	1494	-2.48256675471
1397	1495	-6.58370291385
1398	1496	-11.3701663687
1399	1497	-2.7511156317
1400	1498	-5.55254055388
1401	1499	-10.6440481424
